0.14755E-05 0.27578E-08 0.00000E+01 330011 0 0 18558 0.12580E+11 0.00000E+01 0.14755E-05
1 1.4922e-06 4.1605e-08 1.7634 4.3333e-05 1.4922e-06
2 1.4797e-06 1.7542e-08 1.0604 1.8591e-05 1.4797e-06
3 1.463e-06 8.8866e-09 0.76834 1.3175e-05 1.463e-06
4 1.5102e-06 4.364e-08 1.8276 4.2903e-05 1.5102e-06
5 1.4783e-06 1.711e-08 1.0352 1.2051e-05 1.4783e-06
6 1.4729e-06 8.5982e-09 0.73839 8.9683e-06 1.4729e-06
7 1.4078e-06 3.7872e-08 1.7014 2.319e-05 1.4078e-06
8 1.4304e-06 1.7667e-08 1.1047 1.4529e-05 1.4304e-06
9 1.4778e-06 9.2531e-09 0.79199 9.0224e-06 1.4778e-06
10 1.445e-06 3.9735e-08 1.7392 4.2054e-05 1.445e-06
11 1.4822e-06 1.7251e-08 1.041 1.124e-05 1.4822e-06
12 1.4899e-06 8.8632e-09 0.75249 1.3871e-05 1.4899e-06
13 1.4859e-06 4.1427e-08 1.7633 3.4856e-05 1.4859e-06
14 1.4699e-06 1.7607e-08 1.0713 1.5868e-05 1.4699e-06
15 1.4674e-06 8.7881e-09 0.75755 9.4551e-06 1.4674e-06
16 1.5093e-06 4.3085e-08 1.8054 3.4297e-05 1.5093e-06
17 1.4847e-06 1.7298e-08 1.0421 1.1436e-05 1.4847e-06
18 1.4737e-06 8.805e-09 0.75577 1.1951e-05 1.4737e-06
19 1.456e-06 3.9002e-08 1.6941 2.67e-05 1.456e-06
20 1.4757e-06 1.7423e-08 1.056 1.4738e-05 1.4757e-06
21 1.4756e-06 8.8668e-09 0.76008 7.4653e-06 1.4756e-06
22 1.4856e-06 4.1373e-08 1.7614 4.0679e-05 1.4856e-06
23 1.4729e-06 1.7293e-08 1.0501 1.1882e-05 1.4729e-06
24 1.4734e-06 8.7212e-09 0.74873 6.9432e-06 1.4734e-06
25 1.508e-06 4.0313e-08 1.6908 2.6567e-05 1.508e-06
26 1.4563e-06 1.7325e-08 1.0641 1.6238e-05 1.4563e-06
27 1.4794e-06 9.0232e-09 0.77148 8.2175e-06 1.4794e-06
28 1.515e-06 3.9153e-08 1.6344 2.6134e-05 1.515e-06
29 1.4558e-06 1.7578e-08 1.08 1.5117e-05 1.4558e-06
30 1.4908e-06 8.9032e-09 0.75541 8.6853e-06 1.4908e-06
31 1.4327e-06 3.8572e-08 1.7027 2.4554e-05 1.4327e-06
32 1.4959e-06 1.7893e-08 1.0699 1.6192e-05 1.4959e-06
33 1.4782e-06 8.6763e-09 0.74242 8.1993e-06 1.4782e-06
