 0.54596E-06 0.28854E-08 0.00000E+00    30001     1716    4     1712 0.314E+10 0.18997E-11  0.54596E-06
   2    0.54565E-06    0.14880E-07    0.17248E+01    0.90223E-05    0.54565E-06
   3    0.54141E-06    0.65155E-08    0.10764E+01    0.44358E-05    0.54141E-06
   4    0.54712E-06    0.32961E-08    0.76205E+00    0.28846E-05    0.54712E-06
