 0.10351E-05 0.55773E-08 0.00000E+00    30001     1585    4     1580 0.153E+10 0.35806E-11  0.10351E-05
   2    0.10434E-05    0.29725E-07    0.18018E+01    0.32033E-04    0.10434E-05
   3    0.10491E-05    0.12838E-07    0.10945E+01    0.12575E-04    0.10491E-05
   4    0.10312E-05    0.63304E-08    0.77650E+00    0.74597E-05    0.10312E-05
