 0.23243E-08 0.11183E-09 0.00000E+00   443832    10719    8       64 0.275E+11 0.57599E-15  0.23243E-08
   6    0.13978E-08    0.60007E-09    0.10191E+03    0.26666E-04    0.13978E-08
   7    0.22394E-08    0.56089E-09    0.84086E+02    0.59461E-04    0.22394E-08
   8    0.23370E-08    0.10434E-09    0.21198E+02    0.13098E-04    0.23370E-08
