 0.12946E-07 0.18162E-09 0.00000E+00    14001      891    3      886 0.684E+11 0.90327E-13  0.12946E-07
   1    0.12391E-07    0.14106E-08    0.50910E+01    0.11199E-05    0.12391E-07
   2    0.12653E-07    0.46330E-09    0.23157E+01    0.43362E-06    0.12653E-07
   3    0.13007E-07    0.19934E-09    0.13708E+01    0.21675E-06    0.13007E-07
