 0.12419E-05 0.64756E-08 0.00000E+00    30001     1657    4     1652 0.133E+10 0.43008E-11  0.12419E-05
   2    0.12617E-05    0.35213E-07    0.17651E+01    0.51580E-04    0.12617E-05
   3    0.12507E-05    0.14440E-07    0.10327E+01    0.10048E-04    0.12507E-05
   4    0.12386E-05    0.74030E-08    0.75600E+00    0.97609E-05    0.12386E-05
