 0.54833E-06 0.28652E-08 0.00000E+00    30001     1636    4     1632 0.298E+10 0.19026E-11  0.54833E-06
   2    0.54134E-06    0.15084E-07    0.17624E+01    0.15213E-04    0.54134E-06
   3    0.55117E-06    0.65245E-08    0.10588E+01    0.45357E-05    0.55117E-06
   4    0.54794E-06    0.32628E-08    0.75322E+00    0.25572E-05    0.54794E-06
