 0.45836E-07 0.60630E-09 0.00000E+00    14001      906    3      901 0.197E+11 0.31791E-12  0.45836E-07
   1    0.46403E-07    0.48304E-08    0.46553E+01    0.42186E-05    0.46403E-07
   2    0.46165E-07    0.17393E-08    0.23828E+01    0.19475E-05    0.46165E-07
   3    0.45779E-07    0.65275E-09    0.12753E+01    0.54165E-06    0.45779E-07
