 0.29163E-06 0.15339E-08 0.00000E+00    30001     1710    4     1705 0.585E+10 0.10114E-11  0.29163E-06
   2    0.29264E-06    0.81569E-08    0.17629E+01    0.66643E-05    0.29264E-06
   3    0.29273E-06    0.34698E-08    0.10602E+01    0.33629E-05    0.29273E-06
   4    0.29130E-06    0.17490E-08    0.75946E+00    0.19524E-05    0.29130E-06
