 0.65842E-06 0.47438E-08 0.00000E+00    30001     1690    4     1685 0.256E+10 0.22948E-11  0.65842E-06
   2    0.67164E-06    0.17357E-07    0.16344E+01    0.11586E-04    0.67164E-06
   3    0.64538E-06    0.77926E-08    0.10800E+01    0.67016E-05    0.64538E-06
   4    0.66091E-06    0.39470E-08    0.75541E+00    0.38501E-05    0.66091E-06
