 0.72804E-06 0.38456E-08 0.00000E+00    30001     1687    4     1683 0.231E+10 0.25341E-11  0.72804E-06
   2    0.71667E-06    0.19061E-07    0.16822E+01    0.13203E-04    0.71667E-06
   3    0.72339E-06    0.86418E-08    0.10685E+01    0.63221E-05    0.72339E-06
   4    0.72981E-06    0.44074E-08    0.76388E+00    0.35434E-05    0.72981E-06
