 0.10562E-08 0.24217E-09 0.00000E+00   217325     3117    7       26 0.246E+11 0.53647E-15  0.10562E-08
   5    0.35291E-09    0.20704E-09    0.98224E+02    0.54498E-05    0.35291E-09
   6    0.96187E-09    0.36789E-09    0.90560E+02    0.18602E-04    0.96187E-09
   7    0.10828E-08    0.10763E-09    0.33286E+02    0.59896E-05    0.10828E-08
