0.65413E-06 0.12137E-08 0.00000E+01 330011 0 0 18500 0.28280E+11 0.00000E+01 0.65413E-06
1 6.615e-07 1.8444e-08 1.7634 1.9211e-05 6.615e-07
2 6.5596e-07 7.7767e-09 1.0604 8.2416e-06 6.5596e-07
3 6.4857e-07 3.9396e-09 0.76834 5.8405e-06 6.4857e-07
4 6.695e-07 1.9346e-08 1.8276 1.902e-05 6.695e-07
5 6.5537e-07 7.5852e-09 1.0352 5.3425e-06 6.5537e-07
6 6.5297e-07 3.8117e-09 0.73839 3.9758e-06 6.5297e-07
7 6.2529e-07 1.6905e-08 1.7099 1.0289e-05 6.2529e-07
8 6.35e-07 7.8253e-09 1.1022 6.6469e-06 6.35e-07
9 6.5565e-07 4.0923e-09 0.78951 4.0959e-06 6.5565e-07
10 6.4057e-07 1.7615e-08 1.7392 1.8644e-05 6.4057e-07
11 6.571e-07 7.6476e-09 1.041 4.9831e-06 6.571e-07
12 6.6046e-07 3.9296e-09 0.7526 6.1493e-06 6.6046e-07
13 6.587e-07 1.8365e-08 1.7633 1.5451e-05 6.587e-07
14 6.5164e-07 7.8052e-09 1.0713 7.0337e-06 6.5164e-07
15 6.5058e-07 3.8947e-09 0.75724 4.1912e-06 6.5058e-07
16 6.6911e-07 1.91e-08 1.8054 1.5204e-05 6.6911e-07
17 6.5838e-07 7.674e-09 1.0425 5.0699e-06 6.5838e-07
18 6.5333e-07 3.9034e-09 0.75574 5.3215e-06 6.5333e-07
19 6.4424e-07 1.7277e-08 1.6961 1.1835e-05 6.4424e-07
20 6.5486e-07 7.7799e-09 1.0626 6.5276e-06 6.5486e-07
21 6.5411e-07 3.9211e-09 0.75827 3.2769e-06 6.5411e-07
22 6.5859e-07 1.8342e-08 1.7614 1.8016e-05 6.5859e-07
23 6.534e-07 7.6692e-09 1.0498 5.2645e-06 6.534e-07
24 6.5316e-07 3.8651e-09 0.74852 3.0736e-06 6.5316e-07
25 6.685e-07 1.7871e-08 1.6908 1.1777e-05 6.685e-07
26 6.4558e-07 7.6805e-09 1.0641 7.1989e-06 6.4558e-07
27 6.5526e-07 3.9973e-09 0.77163 3.6429e-06 6.5526e-07
28 6.7164e-07 1.7357e-08 1.6344 1.1586e-05 6.7164e-07
29 6.4538e-07 7.7926e-09 1.08 6.7016e-06 6.4538e-07
30 6.6091e-07 3.947e-09 0.75541 3.8501e-06 6.6091e-07
31 6.3516e-07 1.71e-08 1.7027 1.0886e-05 6.3516e-07
32 6.6315e-07 7.9322e-09 1.0699 7.1783e-06 6.6315e-07
33 6.5533e-07 3.8463e-09 0.74242 3.6347e-06 6.5533e-07
