 0.35198E-06 0.25351E-08 0.00000E+00    30001     1691    4     1686 0.479E+10 0.12268E-11  0.35198E-06
   2    0.35902E-06    0.92780E-08    0.16344E+01    0.61950E-05    0.35902E-06
   3    0.34501E-06    0.41658E-08    0.10800E+01    0.35820E-05    0.34501E-06
   4    0.35331E-06    0.21100E-08    0.75542E+00    0.20583E-05    0.35331E-06
