 0.15829E-08 0.28660E-10 0.00000E+00   508041    18385    9      248 0.157E+12 0.34497E-15  0.15829E-08
   7    0.12122E-08    0.37430E-09    0.78116E+02    0.18873E-04    0.12122E-08
   8    0.14879E-08    0.11662E-09    0.28041E+02    0.83767E-05    0.14879E-08
   9    0.15896E-08    0.29636E-10    0.94329E+01    0.31293E-05    0.15896E-08
