 0.14674E-05 0.77877E-08 0.00000E+00    30001     1663    4     1659 0.113E+10 0.50799E-11  0.14674E-05
   2    0.14922E-05    0.41605E-07    0.17634E+01    0.43333E-04    0.14922E-05
   3    0.14797E-05    0.17542E-07    0.10604E+01    0.18591E-04    0.14797E-05
   4    0.14630E-05    0.88866E-08    0.76834E+00    0.13175E-04    0.14630E-05
