 0.54822E-06 0.31511E-08 0.00000E+00    30001     1678    4     1675 0.306E+10 0.19084E-11  0.54822E-06
   2    0.56082E-06    0.15104E-07    0.17033E+01    0.96923E-05    0.56082E-06
   3    0.54039E-06    0.64437E-08    0.10665E+01    0.60631E-05    0.54039E-06
   4    0.54961E-06    0.33392E-08    0.76851E+00    0.34244E-05    0.54961E-06
