 0.10974E-08 0.30355E-10 0.00000E+00   500298    16522    8      493 0.449E+12 0.23977E-15  0.10974E-08
   6    0.74860E-09    0.14663E-09    0.49367E+02    0.56490E-05    0.74860E-09
   7    0.12286E-08    0.12472E-09    0.36181E+02    0.12513E-04    0.12286E-08
   8    0.10966E-08    0.16722E-10    0.76868E+01    0.11628E-05    0.10966E-08
