 0.14657E-05 0.16069E-07 0.00000E+00    30001     1718    4     1713 0.117E+10 0.51314E-11  0.14657E-05
   2    0.14078E-05    0.37872E-07    0.17014E+01    0.23190E-04    0.14078E-05
   3    0.14304E-05    0.17667E-07    0.11047E+01    0.14529E-04    0.14304E-05
   4    0.14778E-05    0.92531E-08    0.79199E+00    0.90224E-05    0.14778E-05
