 0.34955E-06 0.18346E-08 0.00000E+00    30001     1651    4     1647 0.471E+10 0.12141E-11  0.34955E-06
   2    0.34440E-06    0.92359E-08    0.16961E+01    0.63270E-05    0.34440E-06
   3    0.35008E-06    0.41590E-08    0.10626E+01    0.34896E-05    0.35008E-06
   4    0.34967E-06    0.20962E-08    0.75827E+00    0.17518E-05    0.34967E-06
