 0.16728E-05 0.87226E-08 0.00000E+00    30001     1657    4     1652 0.988E+09 0.57932E-11  0.16728E-05
   2    0.16995E-05    0.47432E-07    0.17651E+01    0.69479E-04    0.16995E-05
   3    0.16847E-05    0.19450E-07    0.10327E+01    0.13534E-04    0.16847E-05
   4    0.16684E-05    0.99718E-08    0.75600E+00    0.13148E-04    0.16684E-05
