 0.12657E-08 0.18243E-10 0.00000E+00   432993    16653    8      615 0.486E+12 0.32085E-15  0.12657E-08
   6    0.10669E-08    0.40138E-09    0.88212E+02    0.21707E-04    0.10669E-08
   7    0.12164E-08    0.64381E-10    0.17550E+02    0.23218E-05    0.12164E-08
   8    0.12700E-08    0.19039E-10    0.70300E+01    0.13077E-05    0.12700E-08
