 0.55180E-06 0.28779E-08 0.00000E+00    30001     1711    4     1706 0.309E+10 0.19201E-11  0.55180E-06
   2    0.53493E-06    0.14613E-07    0.17277E+01    0.14788E-04    0.53493E-06
   3    0.55029E-06    0.64317E-08    0.10454E+01    0.41197E-05    0.55029E-06
   4    0.55299E-06    0.32987E-08    0.75455E+00    0.54128E-05    0.55299E-06
