 0.24564E-06 0.12792E-08 0.00000E+00    30001     1649    4     1645 0.670E+10 0.85166E-12  0.24564E-06
   2    0.24845E-06    0.72347E-08    0.18417E+01    0.64349E-05    0.24845E-06
   3    0.24666E-06    0.29445E-08    0.10677E+01    0.26646E-05    0.24666E-06
   4    0.24528E-06    0.14484E-08    0.74696E+00    0.12031E-05    0.24528E-06
