 0.46420E-06 0.24129E-08 0.00000E+00    30001     1646    4     1642 0.354E+10 0.16073E-11  0.46420E-06
   2    0.47765E-06    0.13477E-07    0.17845E+01    0.17733E-04    0.47765E-06
   3    0.46689E-06    0.54278E-08    0.10398E+01    0.36007E-05    0.46689E-06
   4    0.46290E-06    0.27489E-08    0.75115E+00    0.35742E-05    0.46290E-06
