 0.12375E-05 0.71026E-08 0.00000E+00    30001     1678    4     1675 0.135E+10 0.43077E-11  0.12375E-05
   2    0.12665E-05    0.34110E-07    0.17033E+01    0.21890E-04    0.12665E-05
   3    0.12200E-05    0.14551E-07    0.10668E+01    0.13692E-04    0.12200E-05
   4    0.12406E-05    0.75408E-08    0.76885E+00    0.77126E-05    0.12406E-05
