 0.14158E-05 0.73175E-08 0.00000E+00    30001     1665    4     1660 0.117E+10 0.49114E-11  0.14158E-05
   2    0.14055E-05    0.38806E-07    0.17462E+01    0.36989E-04    0.14055E-05
   3    0.14227E-05    0.16474E-07    0.10357E+01    0.14349E-04    0.14227E-05
   4    0.14145E-05    0.83545E-08    0.74711E+00    0.71337E-05    0.14145E-05
