 0.67088E-07 0.56727E-09 0.00000E+00   504096    22140    8     1572 0.234E+11 0.14558E-13  0.67088E-07
   6    0.11629E-06    0.42178E-07    0.91754E+02    0.24701E-02    0.11629E-06
   7    0.66706E-07    0.23749E-08    0.12737E+02    0.18331E-03    0.66706E-07
   8    0.67082E-07    0.58410E-09    0.44056E+01    0.47274E-04    0.67082E-07
