 0.15998E-07 0.11285E-09 0.00000E+00   248152    12497    7     3258 0.204E+12 0.69379E-14  0.15998E-07
   5    0.17143E-07    0.21636E-08    0.22577E+02    0.54174E-04    0.17143E-07
   6    0.16182E-07    0.51584E-09    0.80645E+01    0.15995E-04    0.16182E-07
   7    0.15985E-07    0.11582E-09    0.25922E+01    0.18624E-05    0.15985E-07
