 0.65604E-06 0.36608E-08 0.00000E+00    30001     1677    4     1672 0.255E+10 0.22754E-11  0.65604E-06
   2    0.63516E-06    0.17100E-07    0.17027E+01    0.10886E-04    0.63516E-06
   3    0.66315E-06    0.79322E-08    0.10699E+01    0.71783E-05    0.66315E-06
   4    0.65533E-06    0.38463E-08    0.74242E+00    0.36347E-05    0.65533E-06
