 0.14759E-05 0.79889E-08 0.00000E+00    30001     1690    4     1686 0.114E+10 0.51369E-11  0.14759E-05
   2    0.15080E-05    0.40313E-07    0.16908E+01    0.26567E-04    0.15080E-05
   3    0.14563E-05    0.17325E-07    0.10641E+01    0.16238E-04    0.14563E-05
   4    0.14794E-05    0.90232E-08    0.77148E+00    0.82175E-05    0.14794E-05
