 0.65385E-06 0.34783E-08 0.00000E+00    30001     1687    4     1683 0.257E+10 0.22752E-11  0.65385E-06
   2    0.66850E-06    0.17871E-07    0.16908E+01    0.11777E-04    0.66850E-06
   3    0.64558E-06    0.76805E-08    0.10641E+01    0.71989E-05    0.64558E-06
   4    0.65526E-06    0.39973E-08    0.77163E+00    0.36429E-05    0.65526E-06
