 0.46755E-07 0.38353E-09 0.00000E+00    29325     1766    4     1761 0.377E+11 0.16162E-12  0.46755E-07
   2    0.49104E-07    0.26819E-08    0.34543E+01    0.70480E-05    0.49104E-07
   3    0.47886E-07    0.11753E-08    0.21952E+01    0.15853E-05    0.47886E-07
   4    0.46547E-07    0.41037E-09    0.11152E+01    0.61067E-06    0.46547E-07
