 0.20387E-08 0.34383E-10 0.00000E+00  1016076    43074    9     2272 0.111E+13 0.22246E-15  0.20387E-08
   7    0.25503E-08    0.71017E-09    0.99626E+02    0.77683E-04    0.25503E-08
   8    0.18764E-08    0.54057E-10    0.14576E+02    0.36510E-05    0.18764E-08
   9    0.20502E-08    0.15986E-10    0.55794E+01    0.17054E-05    0.20502E-08
