 0.65488E-06 0.34230E-08 0.00000E+00    30001     1693    4     1688 0.258E+10 0.22685E-11  0.65488E-06
   2    0.66911E-06    0.19100E-07    0.18054E+01    0.15204E-04    0.66911E-06
   3    0.65838E-06    0.76740E-08    0.10425E+01    0.50699E-05    0.65838E-06
   4    0.65333E-06    0.39034E-08    0.75574E+00    0.53215E-05    0.65333E-06
