 0.65396E-06 0.33544E-08 0.00000E+00    30001     1682    4     1678 0.257E+10 0.22673E-11  0.65396E-06
   2    0.66950E-06    0.19346E-07    0.18276E+01    0.19020E-04    0.66950E-06
   3    0.65537E-06    0.75852E-08    0.10352E+01    0.53425E-05    0.65537E-06
   4    0.65297E-06    0.38117E-08    0.73839E+00    0.39758E-05    0.65297E-06
