 0.19990E-05 0.14403E-07 0.00000E+00    30001     1690    4     1685 0.843E+09 0.69673E-11  0.19990E-05
   2    0.20391E-05    0.52698E-07    0.16344E+01    0.35175E-04    0.20391E-05
   3    0.19594E-05    0.23659E-07    0.10800E+01    0.20346E-04    0.19594E-05
   4    0.20066E-05    0.11983E-07    0.75541E+00    0.11690E-04    0.20066E-05
