 0.40504E-09 0.49881E-10 0.00000E+00   252057     7286    8       17 0.420E+11 0.18398E-15  0.40504E-09
   6    0.44178E-09    0.20521E-09    0.83095E+02    0.58604E-05    0.44178E-09
   7    0.27560E-09    0.48074E-10    0.44129E+02    0.18337E-05    0.27560E-09
   8    0.42389E-09    0.28796E-10    0.24305E+02    0.27288E-05    0.42389E-09
