0.10303E-05 0.19284E-08 0.00000E+01 330011 0 0 18598 0.18050E+11 0.00000E+01 0.10303E-05
1 1.042e-06 2.9053e-08 1.7634 3.0261e-05 1.042e-06
2 1.0333e-06 1.225e-08 1.0604 1.2982e-05 1.0333e-06
3 1.0216e-06 6.2057e-09 0.76834 9.2001e-06 1.0216e-06
4 1.0546e-06 3.0474e-08 1.8276 2.996e-05 1.0546e-06
5 1.0323e-06 1.1948e-08 1.0352 8.4153e-06 1.0323e-06
6 1.0286e-06 6.0042e-09 0.73839 6.2627e-06 1.0286e-06
7 9.8308e-07 2.6447e-08 1.7014 1.6194e-05 9.8308e-07
8 9.989e-07 1.2337e-08 1.1047 1.0146e-05 9.989e-07
9 1.0323e-06 6.468e-09 0.79253 6.4646e-06 1.0323e-06
10 1.009e-06 2.7747e-08 1.7392 2.9367e-05 1.009e-06
11 1.0351e-06 1.2047e-08 1.041 7.8492e-06 1.0351e-06
12 1.0404e-06 6.1899e-09 0.7526 9.6863e-06 1.0404e-06
13 1.0376e-06 2.8929e-08 1.7633 2.4341e-05 1.0376e-06
14 1.0265e-06 1.2295e-08 1.0713 1.1081e-05 1.0265e-06
15 1.0247e-06 6.1368e-09 0.75755 6.6025e-06 1.0247e-06
16 1.054e-06 3.0087e-08 1.8054 2.395e-05 1.054e-06
17 1.0368e-06 1.208e-08 1.0421 7.9861e-06 1.0368e-06
18 1.0291e-06 6.1487e-09 0.75577 8.3456e-06 1.0291e-06
19 1.0168e-06 2.7235e-08 1.6941 1.8645e-05 1.0168e-06
20 1.0305e-06 1.2167e-08 1.056 1.0292e-05 1.0305e-06
21 1.0304e-06 6.1918e-09 0.76008 5.2132e-06 1.0304e-06
22 1.0374e-06 2.8893e-08 1.7614 2.8381e-05 1.0374e-06
23 1.0286e-06 1.2075e-08 1.05 8.2925e-06 1.0286e-06
24 1.0289e-06 6.0901e-09 0.74872 4.8457e-06 1.0289e-06
25 1.053e-06 2.8151e-08 1.6908 1.8552e-05 1.053e-06
26 1.0169e-06 1.2098e-08 1.0641 1.134e-05 1.0169e-06
27 1.0325e-06 6.2978e-09 0.77155 5.7384e-06 1.0325e-06
28 1.058e-06 2.7341e-08 1.6344 1.825e-05 1.058e-06
29 1.0166e-06 1.2275e-08 1.08 1.0556e-05 1.0166e-06
30 1.0411e-06 6.2173e-09 0.7554 6.0649e-06 1.0411e-06
31 1.0005e-06 2.6936e-08 1.7027 1.7146e-05 1.0005e-06
32 1.0446e-06 1.2495e-08 1.0699 1.1307e-05 1.0446e-06
33 1.0323e-06 6.0588e-09 0.74242 5.7256e-06 1.0323e-06
