 0.27385E-08 0.82373E-10 0.00000E+00   423159    11617    8       88 0.321E+11 0.70135E-15  0.27385E-08
   6    0.17900E-07    0.11833E-07    0.15323E+03    0.54882E-03    0.17900E-07
   7    0.25698E-08    0.37494E-09    0.47827E+02    0.29163E-04    0.25698E-08
   8    0.27131E-08    0.83492E-10    0.14266E+02    0.81169E-05    0.27131E-08
