 0.65037E-06 0.69710E-08 0.00000E+00    30001     1737    4     1732 0.266E+10 0.22766E-11  0.65037E-06
   2    0.62529E-06    0.16905E-07    0.17099E+01    0.10289E-04    0.62529E-06
   3    0.63500E-06    0.78253E-08    0.11022E+01    0.66469E-05    0.63500E-06
   4    0.65565E-06    0.40923E-08    0.78951E+00    0.40959E-05    0.65565E-06
