 0.64658E-07 0.16066E-08 0.00000E+00    13321     1271    3      698 0.108E+11 0.45344E-12  0.64658E-07
   1    0.78401E-07    0.10798E-07    0.50039E+01    0.67404E-05    0.78401E-07
   2    0.61455E-07    0.23728E-08    0.24419E+01    0.20419E-05    0.61455E-07
   3    0.65295E-07    0.13805E-08    0.18911E+01    0.22610E-05    0.65295E-07
