 0.19881E-05 0.10391E-07 0.00000E+00    30001     1693    4     1688 0.849E+09 0.68871E-11  0.19881E-05
   2    0.20315E-05    0.57990E-07    0.18054E+01    0.46162E-04    0.20315E-05
   3    0.19984E-05    0.23282E-07    0.10421E+01    0.15393E-04    0.19984E-05
   4    0.19835E-05    0.11851E-07    0.75577E+00    0.16085E-04    0.19835E-05
