 0.86046E-06 0.45471E-08 0.00000E+00    30001     1730    4     1725 0.200E+10 0.29941E-11  0.86046E-06
   2    0.85991E-06    0.23445E-07    0.17243E+01    0.14382E-04    0.85991E-06
   3    0.85327E-06    0.10268E-07    0.10763E+01    0.69698E-05    0.85327E-06
   4    0.86229E-06    0.51944E-08    0.76198E+00    0.45512E-05    0.86229E-06
