 0.14685E-05 0.77251E-08 0.00000E+00    30001     1716    4     1711 0.117E+10 0.50951E-11  0.14685E-05
   2    0.14859E-05    0.41427E-07    0.17633E+01    0.34856E-04    0.14859E-05
   3    0.14699E-05    0.17607E-07    0.10713E+01    0.15868E-04    0.14699E-05
   4    0.14674E-05    0.87881E-08    0.75755E+00    0.94551E-05    0.14674E-05
