 0.16742E-11 0.10140E-11 0.00000E+00    28059      171    5        3 0.179E+13 0.10448E-16  0.16742E-11
   3    0.30346E-11    0.29994E-11    0.62512E+02    0.11997E-07    0.30346E-11
   4    0.44688E-12    0.42318E-12    0.84699E+02    0.33847E-08    0.44688E-12
   5    0.16717E-11    0.53938E-12    0.40814E+02    0.53196E-08    0.16717E-11
