 0.32704E-07 0.26566E-09 0.00000E+00    29272     1735    4     1731 0.529E+11 0.11340E-12  0.32704E-07
   2    0.31351E-07    0.13683E-08    0.27604E+01    0.20493E-05    0.31351E-07
   3    0.33440E-07    0.79859E-09    0.21360E+01    0.93252E-06    0.33440E-07
   4    0.32659E-07    0.28781E-09    0.11147E+01    0.42714E-06    0.32659E-07
