 0.14867E-05 0.77333E-08 0.00000E+00    30001     1679    4     1675 0.113E+10 0.51732E-11  0.14867E-05
   2    0.14450E-05    0.39735E-07    0.17392E+01    0.42054E-04    0.14450E-05
   3    0.14822E-05    0.17251E-07    0.10410E+01    0.11240E-04    0.14822E-05
   4    0.14899E-05    0.88632E-08    0.75249E+00    0.13871E-04    0.14899E-05
