 0.16641E-05 0.12446E-07 0.00000E+00    30001     1685    4     1682 0.101E+10 0.58088E-11  0.16641E-05
   2    0.16672E-05    0.44231E-07    0.16779E+01    0.27767E-04    0.16672E-05
   3    0.16292E-05    0.19400E-07    0.10651E+01    0.14601E-04    0.16292E-05
   4    0.16729E-05    0.10127E-07    0.76569E+00    0.86947E-05    0.16729E-05
