 0.10382E-05 0.54006E-08 0.00000E+00    30001     1679    4     1675 0.161E+10 0.36123E-11  0.10382E-05
   2    0.10090E-05    0.27747E-07    0.17392E+01    0.29367E-04    0.10090E-05
   3    0.10351E-05    0.12047E-07    0.10410E+01    0.78492E-05    0.10351E-05
   4    0.10404E-05    0.61899E-08    0.75260E+00    0.96863E-05    0.10404E-05
