 0.73116E-06 0.37824E-08 0.00000E+00    30001     1658    4     1653 0.226E+10 0.25325E-11  0.73116E-06
   2    0.74417E-06    0.20993E-07    0.17841E+01    0.16000E-04    0.74417E-06
   3    0.73595E-06    0.85582E-08    0.10401E+01    0.54485E-05    0.73595E-06
   4    0.72935E-06    0.43041E-08    0.74646E+00    0.44073E-05    0.72935E-06
