 0.54932E-06 0.28994E-08 0.00000E+00    30001     1721    4     1717 0.313E+10 0.19102E-11  0.54932E-06
   2    0.54128E-06    0.14397E-07    0.16822E+01    0.10001E-04    0.54128E-06
   3    0.54783E-06    0.65244E-08    0.10652E+01    0.54868E-05    0.54783E-06
   4    0.55012E-06    0.33215E-08    0.76371E+00    0.28253E-05    0.55012E-06
