 0.86965E-06 0.45356E-08 0.00000E+00    30001     1711    4     1706 0.196E+10 0.30262E-11  0.86965E-06
   2    0.84307E-06    0.23030E-07    0.17277E+01    0.23306E-04    0.84307E-06
   3    0.86727E-06    0.10136E-07    0.10454E+01    0.64942E-05    0.86727E-06
   4    0.87153E-06    0.51989E-08    0.75455E+00    0.85306E-05    0.87153E-06
