 0.13953E-05 0.75177E-08 0.00000E+00    30001     1585    4     1580 0.113E+10 0.48263E-11  0.13953E-05
   2    0.14064E-05    0.40067E-07    0.18018E+01    0.43178E-04    0.14064E-05
   3    0.14141E-05    0.17305E-07    0.10945E+01    0.16950E-04    0.14141E-05
   4    0.13900E-05    0.85329E-08    0.77650E+00    0.10055E-04    0.13900E-05
