 0.14075E-05 0.73559E-08 0.00000E+00    30001     1702    4     1698 0.121E+10 0.48860E-11  0.14075E-05
   2    0.13927E-05    0.39380E-07    0.17884E+01    0.47675E-04    0.13927E-05
   3    0.14113E-05    0.16790E-07    0.10641E+01    0.17811E-04    0.14113E-05
   4    0.14072E-05    0.83656E-08    0.75199E+00    0.95242E-05    0.14072E-05
