 0.46327E-07 0.22460E-09 0.00000E+00  1016107    55085    9    51718 0.112E+13 0.50246E-14  0.46327E-07
   7    0.44401E-07    0.56785E-09    0.45756E+01    0.13886E-04    0.44401E-07
   8    0.46754E-07    0.23312E-09    0.25228E+01    0.10910E-04    0.46754E-07
   9    0.46307E-07    0.88981E-10    0.13749E+01    0.37606E-05    0.46307E-07
