 0.65052E-06 0.34524E-08 0.00000E+00    30001     1663    4     1659 0.255E+10 0.22520E-11  0.65052E-06
   2    0.66150E-06    0.18444E-07    0.17634E+01    0.19211E-04    0.66150E-06
   3    0.65596E-06    0.77767E-08    0.10604E+01    0.82416E-05    0.65596E-06
   4    0.64857E-06    0.39396E-08    0.76834E+00    0.58405E-05    0.64857E-06
