 0.29255E-06 0.21717E-08 0.00000E+00    30001     1750    4     1746 0.597E+10 0.10212E-11  0.29255E-06
   2    0.29287E-06    0.77696E-08    0.16779E+01    0.48742E-05    0.29287E-06
   3    0.28645E-06    0.34184E-08    0.10674E+01    0.25652E-05    0.28645E-06
   4    0.29410E-06    0.17776E-08    0.76451E+00    0.15365E-05    0.29410E-06
