 0.90908E-09 0.87574E-10 0.00000E+00   246097     8188    7       50 0.550E+11 0.40374E-15  0.90908E-09
   5    0.43823E-09    0.12437E-09    0.50565E+02    0.31305E-05    0.43823E-09
   6    0.84403E-09    0.10647E-09    0.31785E+02    0.46481E-05    0.84403E-09
   7    0.92277E-09    0.34254E-10    0.13227E+02    0.26414E-05    0.92277E-09
