0.29298E-06 0.49713E-09 0.00000E+01 330011 0 0 18620 0.63570E+11 0.00000E+01 0.29298E-06
1 2.9822e-07 8.23e-09 1.7454 8.4512e-06 2.9822e-07
2 2.9167e-07 3.4711e-09 1.0644 3.9876e-06 2.9167e-07
3 2.9023e-07 1.7659e-09 0.76963 2.6248e-06 2.9023e-07
4 2.9847e-07 8.3814e-09 1.776 6.6443e-06 2.9847e-07
5 2.9484e-07 3.3931e-09 1.0293 2.2816e-06 2.9484e-07
6 2.938e-07 1.7162e-09 0.73887 1.6382e-06 2.938e-07
7 2.9157e-07 7.9515e-09 1.7248 4.821e-06 2.9157e-07
8 2.8931e-07 3.4816e-09 1.0764 2.3703e-06 2.8931e-07
9 2.9236e-07 1.7613e-09 0.76205 1.5415e-06 2.9236e-07
10 2.8585e-07 7.8085e-09 1.7277 7.9023e-06 2.8585e-07
11 2.9405e-07 3.4368e-09 1.0454 2.2015e-06 2.9405e-07
12 2.955e-07 1.7627e-09 0.75455 2.8924e-06 2.955e-07
13 2.9264e-07 8.1569e-09 1.7629 6.6643e-06 2.9264e-07
14 2.9273e-07 3.4698e-09 1.0602 3.3629e-06 2.9273e-07
15 2.913e-07 1.749e-09 0.75946 1.9524e-06 2.913e-07
16 2.9854e-07 8.3319e-09 1.7651 1.2204e-05 2.9854e-07
17 2.9733e-07 3.4286e-09 1.0314 2.3776e-06 2.9733e-07
18 2.9308e-07 1.7518e-09 0.75606 2.3335e-06 2.9308e-07
19 2.8924e-07 7.6932e-09 1.6822 5.3442e-06 2.8924e-07
20 2.9274e-07 3.4864e-09 1.0652 2.932e-06 2.9274e-07
21 2.9396e-07 1.7749e-09 0.76372 1.5097e-06 2.9396e-07
22 2.8927e-07 8.0606e-09 1.7624 8.1286e-06 2.8927e-07
23 2.9453e-07 3.4864e-09 1.0588 2.4237e-06 2.9453e-07
24 2.928e-07 1.7435e-09 0.75323 1.3665e-06 2.928e-07
25 2.9968e-07 8.071e-09 1.7033 5.179e-06 2.9968e-07
26 2.8871e-07 3.4424e-09 1.0664 3.24e-06 2.8871e-07
27 2.9367e-07 1.7849e-09 0.7688 1.8261e-06 2.9367e-07
28 2.9287e-07 7.7696e-09 1.6779 4.8742e-06 2.9287e-07
29 2.8645e-07 3.4184e-09 1.0674 2.5652e-06 2.8645e-07
30 2.941e-07 1.7776e-09 0.76451 1.5365e-06 2.941e-07
31 2.8138e-07 7.5132e-09 1.6888 4.6889e-06 2.8138e-07
32 2.9579e-07 3.5357e-09 1.0692 3.127e-06 2.9579e-07
33 2.9339e-07 1.7225e-09 0.74262 1.4255e-06 2.9339e-07
