 0.63318E-07 0.30721E-09 0.00000E+00   504097    25256    8     6288 0.993E+11 0.13755E-13  0.63318E-07
   6    0.60238E-07    0.41765E-08    0.17540E+02    0.17503E-03    0.60238E-07
   7    0.62747E-07    0.10735E-08    0.61209E+01    0.48206E-04    0.62747E-07
   8    0.63384E-07    0.32155E-09    0.25668E+01    0.16504E-04    0.63384E-07
