 0.48448E-10 0.24811E-10 0.00000E+00    20731      219    4       10 0.206E+12 0.23249E-15  0.48448E-10
   2    0.17579E-10    0.10583E-10    0.47019E+01    0.58818E-09    0.17579E-10
   3    0.31036E-10    0.21453E-10    0.57351E+02    0.14303E-06    0.31036E-10
   4    0.57617E-10    0.15821E-10    0.32219E+02    0.12735E-06    0.57617E-10
