 0.28964E-07 0.60674E-09 0.00000E+00   248118    11486    7     1619 0.559E+11 0.12592E-13  0.28964E-07
   5    0.20933E-07    0.25739E-08    0.21996E+02    0.47066E-04    0.20933E-07
   6    0.29030E-07    0.12946E-08    0.11282E+02    0.47619E-04    0.29030E-07
   7    0.29012E-07    0.28234E-09    0.34818E+01    0.86319E-05    0.29012E-07
