 0.10438E-05 0.55136E-08 0.00000E+00    30001     1687    4     1683 0.161E+10 0.36332E-11  0.10438E-05
   2    0.10275E-05    0.27329E-07    0.16822E+01    0.18930E-04    0.10275E-05
   3    0.10372E-05    0.12390E-07    0.10685E+01    0.90630E-05    0.10372E-05
   4    0.10464E-05    0.63190E-08    0.76387E+00    0.50802E-05    0.10464E-05
